贫民窟的百万富翁,Slumdog Millionaire,2008,8.6,660240,['上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁'],https://movie.douban.com/subject/2209573/
真爱至上,Love Actually,2003,8.6,629449,['爱，是个动词。'],https://movie.douban.com/subject/1292401/
东邪西毒,東邪西毒,1994,8.6,511883,['电影诗。'],https://movie.douban.com/subject/1292328/
绿里奇迹,The Green Mile,1999,8.9,269662,['天使暂时离开。'],https://movie.douban.com/subject/1300374/
小偷家族,万引き家族,2018,8.7,721506,['我们组成了家。'],https://movie.douban.com/subject/27622447/
爱在午夜降临前,Before Midnight,2013,8.8,319883,['所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。'],https://movie.douban.com/subject/10808442/
无敌破坏王,Wreck-It Ralph,2012,8.7,462579,['迪士尼和皮克斯拿错剧本的产物。'],https://movie.douban.com/subject/6534248/
黑天鹅,Black Swan,2010,8.6,711695,['黑暗之美。'],https://movie.douban.com/subject/1978709/
冰川时代,Ice Age,2002,8.6,539619,['松鼠才是角儿。'],https://movie.douban.com/subject/1291578/
你看起来好像很好吃,おまえうまそうだな,2010,8.9,292770,['感情不分食草或者食肉。'],https://movie.douban.com/subject/4848115/
疯狂的石头,Crazy Stone,2006,8.5,703217,['中国版《两杆大烟枪》。'],https://movie.douban.com/subject/1862151/
萤火虫之墓,火垂るの墓,1988,8.7,367380,['幸福是生生不息，却难以触及的远。 '],https://movie.douban.com/subject/1293318/
色，戒,色|戒  /  色·戒,2007,8.5,628735,['假戏真情，爱欲深海'],https://movie.douban.com/subject/1828115/
雨人,Rain Man,1988,8.7,357821,['生活在自己的世界里，也可以让周围的人显得可笑和渺小。'],https://movie.douban.com/subject/1291870/
雨中曲,Singin' in the Rain,1952,9.1,183182,['骨灰级歌舞片。'],https://movie.douban.com/subject/1293460/
恐怖游轮,Triangle,2009,8.5,701838,['不要企图在重复中寻找已经失去的爱。'],https://movie.douban.com/subject/3011051/
恋恋笔记本,The Notebook,2004,8.6,575821,['爱情没有那么多借口，如果不能圆满，只能说明爱的不够。 '],https://movie.douban.com/subject/1309163/
魔女宅急便,魔女の宅急便,1989,8.7,398146,['宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。'],https://movie.douban.com/subject/1307811/
2001太空漫游,2001: A Space Odyssey,1968,8.9,263864,['现代科幻电影的开山之作，最伟大导演的最伟大影片。'],https://movie.douban.com/subject/1292226/
城市之光,City Lights,1931,9.3,120218,['永远的小人物，伟大的卓别林。'],https://movie.douban.com/subject/1293908/
可可西里,Kekexili: Mountain Patrol,2004,8.8,259866,['坚硬的信仰。'],https://movie.douban.com/subject/1308857/
虎口脱险,La grande vadrouille,1966,8.9,213880,['永远看不腻的喜剧。'],https://movie.douban.com/subject/1296909/
人工智能,Artificial Intelligence: AI,2001,8.7,383867,['对爱的执着，可以超越一切。'],https://movie.douban.com/subject/1302827/
二十二,Twenty Two  /  22,2015,8.7,263615,['有一些东西不应该被遗忘。'],https://movie.douban.com/subject/26430107/
遗愿清单,The Bucket List,2007,8.7,363920,['用剩余不多的时间，去燃烧整个生命。'],https://movie.douban.com/subject/1867345/
初恋这件小事,สิ่งเล็กเล็กที่เรียกว่า...รัก,2010,8.4,884492,['黑小鸭速效美白记。'],https://movie.douban.com/subject/4739952/
海边的曼彻斯特,Manchester by the Sea,2016,8.6,426509,['我们都有权利不与自己的过去和解。'],https://movie.douban.com/subject/25980443/
大佛普拉斯,The Great Buddha+,2017,8.7,368158,['人们可以登上月球，却永远无法探索人们内心的宇宙。'],https://movie.douban.com/subject/27059130/
奇迹男孩,Wonder,2017,8.6,494541,['世界不完美，爱会有奇迹。'],https://movie.douban.com/subject/26787574/
罗生门,羅生門,1950,8.8,268684,['人生的N种可能性。'],https://movie.douban.com/subject/1291879/
终结者2：审判日,Terminator 2: Judgment Day,1991,8.8,300836,['少见的超越首部的续集，动作片中的经典。'],https://movie.douban.com/subject/1291844/
牯岭街少年杀人事件,牯嶺街少年殺人事件,1991,8.9,234749,['弱者送给弱者的一刀。'],https://movie.douban.com/subject/1292329/
房间,Room,2015,8.8,333477,['被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。'],https://movie.douban.com/subject/25724855/
无间道2,無間道II,2003,8.7,380889,[],https://movie.douban.com/subject/1307106/
